,Year,CityMunRes,Sex,Age,AgeGroup,count,AgeGroupVac,AgeGroupHosp
1586,2022,SAN ANDRES (CALOLBON),FEMALE,35.0,35 to 39,2,15 to 44,35 to 39
1587,2022,SAN ANDRES (CALOLBON),FEMALE,36.0,35 to 39,1,15 to 44,35 to 39
1588,2022,SAN ANDRES (CALOLBON),FEMALE,39.0,35 to 39,2,15 to 44,35 to 39
1589,2022,SAN ANDRES (CALOLBON),FEMALE,42.0,40 to 44,1,15 to 44,40 to 44
1590,2022,SAN ANDRES (CALOLBON),FEMALE,43.0,40 to 44,6,15 to 44,40 to 44
1591,2022,SAN ANDRES (CALOLBON),FEMALE,47.0,45 to 49,1,45 to 59,45 to 49
1592,2022,SAN ANDRES (CALOLBON),FEMALE,50.0,50 to 54,1,45 to 59,50 to 54
1593,2022,SAN ANDRES (CALOLBON),FEMALE,53.0,50 to 54,1,45 to 59,50 to 54
1594,2022,SAN ANDRES (CALOLBON),FEMALE,54.0,50 to 54,1,45 to 59,50 to 54
1595,2022,SAN ANDRES (CALOLBON),FEMALE,56.0,55 to 59,1,45 to 59,55 to 59
1596,2022,SAN ANDRES (CALOLBON),FEMALE,58.0,55 to 59,1,45 to 59,55 to 59
1597,2022,SAN ANDRES (CALOLBON),FEMALE,60.0,60 to 64,1,60 to 69,60 to 64
1598,2022,SAN ANDRES (CALOLBON),FEMALE,62.0,60 to 64,1,60 to 69,60 to 64
1599,2022,SAN ANDRES (CALOLBON),FEMALE,64.0,60 to 64,1,60 to 69,60 to 64
1600,2022,SAN ANDRES (CALOLBON),FEMALE,67.0,65 to 69,2,60 to 69,65 to 69
1601,2022,SAN ANDRES (CALOLBON),FEMALE,68.0,65 to 69,1,60 to 69,65 to 69
1602,2022,SAN ANDRES (CALOLBON),FEMALE,72.0,70 to 74,1,70 to 79,70 to 74
1603,2022,SAN ANDRES (CALOLBON),FEMALE,76.0,75 to 79,2,70 to 79,75 to 79
1604,2022,SAN ANDRES (CALOLBON),FEMALE,77.0,75 to 79,3,70 to 79,75 to 79
1605,2022,SAN ANDRES (CALOLBON),FEMALE,78.0,75 to 79,1,70 to 79,75 to 79
1606,2022,SAN ANDRES (CALOLBON),FEMALE,82.0,80+,1,80+,80+
1607,2022,SAN ANDRES (CALOLBON),FEMALE,84.0,80+,1,80+,80+
1608,2022,SAN ANDRES (CALOLBON),FEMALE,91.0,80+,1,80+,80+
1609,2022,SAN ANDRES (CALOLBON),FEMALE,92.0,80+,1,80+,80+
1610,2022,SAN ANDRES (CALOLBON),FEMALE,93.0,80+,1,80+,80+
1611,2022,SAN ANDRES (CALOLBON),MALE,1.0,0 to 4,1,0 to 14,0 to 11
1612,2022,SAN ANDRES (CALOLBON),MALE,2.0,0 to 4,1,0 to 14,0 to 11
1613,2022,SAN ANDRES (CALOLBON),MALE,5.0,5 to 9,1,0 to 14,0 to 11
1614,2022,SAN ANDRES (CALOLBON),MALE,6.0,5 to 9,3,0 to 14,0 to 11
1615,2022,SAN ANDRES (CALOLBON),MALE,8.0,5 to 9,1,0 to 14,0 to 11
1616,2022,SAN ANDRES (CALOLBON),MALE,9.0,5 to 9,1,0 to 14,0 to 11
1617,2022,SAN ANDRES (CALOLBON),MALE,10.0,10 to 14,1,0 to 14,0 to 11
1618,2022,SAN ANDRES (CALOLBON),MALE,11.0,10 to 14,2,0 to 14,0 to 11
1619,2022,SAN ANDRES (CALOLBON),MALE,13.0,10 to 14,1,0 to 14,12 to 14
1620,2022,SAN ANDRES (CALOLBON),MALE,15.0,15 to 19,1,15 to 44,15 to 19
1621,2022,SAN ANDRES (CALOLBON),MALE,18.0,15 to 19,1,15 to 44,15 to 19
1622,2022,SAN ANDRES (CALOLBON),MALE,21.0,20 to 24,1,15 to 44,20 to 24
1623,2022,SAN ANDRES (CALOLBON),MALE,22.0,20 to 24,1,15 to 44,20 to 24
1624,2022,SAN ANDRES (CALOLBON),MALE,23.0,20 to 24,1,15 to 44,20 to 24
1625,2022,SAN ANDRES (CALOLBON),MALE,24.0,20 to 24,2,15 to 44,20 to 24
1626,2022,SAN ANDRES (CALOLBON),MALE,28.0,25 to 29,1,15 to 44,25 to 29
1627,2022,SAN ANDRES (CALOLBON),MALE,29.0,25 to 29,1,15 to 44,25 to 29
1628,2022,SAN ANDRES (CALOLBON),MALE,31.0,30 to 34,3,15 to 44,30 to 34
1629,2022,SAN ANDRES (CALOLBON),MALE,32.0,30 to 34,2,15 to 44,30 to 34
1630,2022,SAN ANDRES (CALOLBON),MALE,35.0,35 to 39,2,15 to 44,35 to 39
1631,2022,SAN ANDRES (CALOLBON),MALE,36.0,35 to 39,3,15 to 44,35 to 39
1632,2022,SAN ANDRES (CALOLBON),MALE,39.0,35 to 39,1,15 to 44,35 to 39
1633,2022,SAN ANDRES (CALOLBON),MALE,41.0,40 to 44,1,15 to 44,40 to 44
1634,2022,SAN ANDRES (CALOLBON),MALE,42.0,40 to 44,1,15 to 44,40 to 44
1635,2022,SAN ANDRES (CALOLBON),MALE,43.0,40 to 44,3,15 to 44,40 to 44
1636,2022,SAN ANDRES (CALOLBON),MALE,44.0,40 to 44,1,15 to 44,40 to 44
1637,2022,SAN ANDRES (CALOLBON),MALE,46.0,45 to 49,1,45 to 59,45 to 49
1638,2022,SAN ANDRES (CALOLBON),MALE,49.0,45 to 49,1,45 to 59,45 to 49
1639,2022,SAN ANDRES (CALOLBON),MALE,50.0,50 to 54,1,45 to 59,50 to 54
1640,2022,SAN ANDRES (CALOLBON),MALE,53.0,50 to 54,1,45 to 59,50 to 54
1641,2022,SAN ANDRES (CALOLBON),MALE,55.0,55 to 59,1,45 to 59,55 to 59
1642,2022,SAN ANDRES (CALOLBON),MALE,56.0,55 to 59,2,45 to 59,55 to 59
1643,2022,SAN ANDRES (CALOLBON),MALE,57.0,55 to 59,1,45 to 59,55 to 59
1644,2022,SAN ANDRES (CALOLBON),MALE,59.0,55 to 59,1,45 to 59,55 to 59
1645,2022,SAN ANDRES (CALOLBON),MALE,63.0,60 to 64,3,60 to 69,60 to 64
1646,2022,SAN ANDRES (CALOLBON),MALE,64.0,60 to 64,1,60 to 69,60 to 64
1647,2022,SAN ANDRES (CALOLBON),MALE,71.0,70 to 74,1,70 to 79,70 to 74
1648,2022,SAN ANDRES (CALOLBON),MALE,73.0,70 to 74,1,70 to 79,70 to 74
1649,2022,SAN ANDRES (CALOLBON),MALE,81.0,80+,1,80+,80+
1650,2022,SAN ANDRES (CALOLBON),MALE,83.0,80+,1,80+,80+
1651,2022,SAN MIGUEL,FEMALE,1.0,0 to 4,1,0 to 14,0 to 11
1652,2022,SAN MIGUEL,FEMALE,4.0,0 to 4,1,0 to 14,0 to 11
1653,2022,SAN MIGUEL,FEMALE,7.0,5 to 9,1,0 to 14,0 to 11
1654,2022,SAN MIGUEL,FEMALE,9.0,5 to 9,1,0 to 14,0 to 11
1655,2022,SAN MIGUEL,FEMALE,20.0,20 to 24,1,15 to 44,20 to 24
1656,2022,SAN MIGUEL,FEMALE,21.0,20 to 24,1,15 to 44,20 to 24
1657,2022,SAN MIGUEL,FEMALE,24.0,20 to 24,2,15 to 44,20 to 24
1658,2022,SAN MIGUEL,FEMALE,28.0,25 to 29,1,15 to 44,25 to 29
1659,2022,SAN MIGUEL,FEMALE,31.0,30 to 34,1,15 to 44,30 to 34
1660,2022,SAN MIGUEL,FEMALE,32.0,30 to 34,1,15 to 44,30 to 34
1661,2022,SAN MIGUEL,FEMALE,33.0,30 to 34,1,15 to 44,30 to 34
1662,2022,SAN MIGUEL,FEMALE,34.0,30 to 34,1,15 to 44,30 to 34
1663,2022,SAN MIGUEL,FEMALE,37.0,35 to 39,1,15 to 44,35 to 39
1664,2022,SAN MIGUEL,FEMALE,40.0,40 to 44,1,15 to 44,40 to 44
1665,2022,SAN MIGUEL,FEMALE,47.0,45 to 49,1,45 to 59,45 to 49
1666,2022,SAN MIGUEL,FEMALE,63.0,60 to 64,1,60 to 69,60 to 64
1667,2022,SAN MIGUEL,FEMALE,75.0,75 to 79,1,70 to 79,75 to 79
1668,2022,SAN MIGUEL,FEMALE,77.0,75 to 79,1,70 to 79,75 to 79
1669,2022,SAN MIGUEL,FEMALE,78.0,75 to 79,1,70 to 79,75 to 79
1670,2022,SAN MIGUEL,FEMALE,79.0,75 to 79,1,70 to 79,75 to 79
1671,2022,SAN MIGUEL,FEMALE,83.0,80+,1,80+,80+
1672,2022,SAN MIGUEL,FEMALE,96.0,80+,1,80+,80+
1673,2022,SAN MIGUEL,MALE,1.0,0 to 4,1,0 to 14,0 to 11
1674,2022,SAN MIGUEL,MALE,13.0,10 to 14,1,0 to 14,12 to 14
1675,2022,SAN MIGUEL,MALE,15.0,15 to 19,1,15 to 44,15 to 19
1676,2022,SAN MIGUEL,MALE,28.0,25 to 29,1,15 to 44,25 to 29
1677,2022,SAN MIGUEL,MALE,30.0,30 to 34,1,15 to 44,30 to 34
1678,2022,SAN MIGUEL,MALE,36.0,35 to 39,1,15 to 44,35 to 39
1679,2022,SAN MIGUEL,MALE,37.0,35 to 39,1,15 to 44,35 to 39
1680,2022,SAN MIGUEL,MALE,42.0,40 to 44,1,15 to 44,40 to 44
1681,2022,SAN MIGUEL,MALE,49.0,45 to 49,1,45 to 59,45 to 49
1682,2022,SAN MIGUEL,MALE,54.0,50 to 54,1,45 to 59,50 to 54
1683,2022,SAN MIGUEL,MALE,59.0,55 to 59,1,45 to 59,55 to 59
1684,2022,SAN MIGUEL,MALE,83.0,80+,1,80+,80+
1685,2022,VIGA,FEMALE,3.0,0 to 4,1,0 to 14,0 to 11
1686,2022,VIGA,FEMALE,16.0,15 to 19,1,15 to 44,15 to 19
1687,2022,VIGA,FEMALE,17.0,15 to 19,1,15 to 44,15 to 19
1688,2022,VIGA,FEMALE,19.0,15 to 19,1,15 to 44,15 to 19
1689,2022,VIGA,FEMALE,21.0,20 to 24,1,15 to 44,20 to 24
1690,2022,VIGA,FEMALE,22.0,20 to 24,1,15 to 44,20 to 24
1691,2022,VIGA,FEMALE,23.0,20 to 24,1,15 to 44,20 to 24
1692,2022,VIGA,FEMALE,29.0,25 to 29,2,15 to 44,25 to 29
1693,2022,VIGA,FEMALE,30.0,30 to 34,2,15 to 44,30 to 34
1694,2022,VIGA,FEMALE,33.0,30 to 34,1,15 to 44,30 to 34
1695,2022,VIGA,FEMALE,34.0,30 to 34,1,15 to 44,30 to 34
1696,2022,VIGA,FEMALE,37.0,35 to 39,1,15 to 44,35 to 39
1697,2022,VIGA,FEMALE,48.0,45 to 49,1,45 to 59,45 to 49
1698,2022,VIGA,FEMALE,49.0,45 to 49,1,45 to 59,45 to 49
1699,2022,VIGA,FEMALE,50.0,50 to 54,1,45 to 59,50 to 54
1700,2022,VIGA,FEMALE,52.0,50 to 54,1,45 to 59,50 to 54
1701,2022,VIGA,FEMALE,53.0,50 to 54,3,45 to 59,50 to 54
1702,2022,VIGA,FEMALE,55.0,55 to 59,2,45 to 59,55 to 59
1703,2022,VIGA,FEMALE,63.0,60 to 64,1,60 to 69,60 to 64
1704,2022,VIGA,FEMALE,65.0,65 to 69,1,60 to 69,65 to 69
1705,2022,VIGA,FEMALE,75.0,75 to 79,1,70 to 79,75 to 79
1706,2022,VIGA,MALE,18.0,15 to 19,1,15 to 44,15 to 19
1707,2022,VIGA,MALE,19.0,15 to 19,1,15 to 44,15 to 19
1708,2022,VIGA,MALE,21.0,20 to 24,1,15 to 44,20 to 24
1709,2022,VIGA,MALE,22.0,20 to 24,1,15 to 44,20 to 24
1710,2022,VIGA,MALE,23.0,20 to 24,3,15 to 44,20 to 24
1711,2022,VIGA,MALE,24.0,20 to 24,2,15 to 44,20 to 24
1712,2022,VIGA,MALE,25.0,25 to 29,1,15 to 44,25 to 29
1713,2022,VIGA,MALE,26.0,25 to 29,1,15 to 44,25 to 29
1714,2022,VIGA,MALE,30.0,30 to 34,1,15 to 44,30 to 34
1715,2022,VIGA,MALE,35.0,35 to 39,1,15 to 44,35 to 39
1716,2022,VIGA,MALE,37.0,35 to 39,1,15 to 44,35 to 39
1717,2022,VIGA,MALE,51.0,50 to 54,1,45 to 59,50 to 54
1718,2022,VIGA,MALE,52.0,50 to 54,2,45 to 59,50 to 54
1719,2022,VIGA,MALE,53.0,50 to 54,1,45 to 59,50 to 54
1720,2022,VIGA,MALE,58.0,55 to 59,1,45 to 59,55 to 59
1721,2022,VIGA,MALE,66.0,65 to 69,1,60 to 69,65 to 69
1722,2022,VIGA,MALE,76.0,75 to 79,2,70 to 79,75 to 79
1723,2022,VIGA,MALE,82.0,80+,1,80+,80+
1724,2022,VIGA,MALE,85.0,80+,1,80+,80+
1725,2022,VIRAC (CAPITAL),FEMALE,1.0,0 to 4,1,0 to 14,0 to 11
1726,2022,VIRAC (CAPITAL),FEMALE,2.0,0 to 4,2,0 to 14,0 to 11
1727,2022,VIRAC (CAPITAL),FEMALE,3.0,0 to 4,1,0 to 14,0 to 11
1728,2022,VIRAC (CAPITAL),FEMALE,4.0,0 to 4,1,0 to 14,0 to 11
1729,2022,VIRAC (CAPITAL),FEMALE,8.0,5 to 9,1,0 to 14,0 to 11
1730,2022,VIRAC (CAPITAL),FEMALE,9.0,5 to 9,1,0 to 14,0 to 11
1731,2022,VIRAC (CAPITAL),FEMALE,11.0,10 to 14,1,0 to 14,0 to 11
1732,2022,VIRAC (CAPITAL),FEMALE,12.0,10 to 14,1,0 to 14,12 to 14
1733,2022,VIRAC (CAPITAL),FEMALE,13.0,10 to 14,1,0 to 14,12 to 14
1734,2022,VIRAC (CAPITAL),FEMALE,14.0,10 to 14,1,0 to 14,12 to 14
1735,2022,VIRAC (CAPITAL),FEMALE,15.0,15 to 19,2,15 to 44,15 to 19
1736,2022,VIRAC (CAPITAL),FEMALE,16.0,15 to 19,1,15 to 44,15 to 19
1737,2022,VIRAC (CAPITAL),FEMALE,17.0,15 to 19,3,15 to 44,15 to 19
1738,2022,VIRAC (CAPITAL),FEMALE,18.0,15 to 19,4,15 to 44,15 to 19
1739,2022,VIRAC (CAPITAL),FEMALE,19.0,15 to 19,5,15 to 44,15 to 19
1740,2022,VIRAC (CAPITAL),FEMALE,22.0,20 to 24,6,15 to 44,20 to 24
1741,2022,VIRAC (CAPITAL),FEMALE,23.0,20 to 24,4,15 to 44,20 to 24
1742,2022,VIRAC (CAPITAL),FEMALE,24.0,20 to 24,2,15 to 44,20 to 24
1743,2022,VIRAC (CAPITAL),FEMALE,25.0,25 to 29,5,15 to 44,25 to 29
1744,2022,VIRAC (CAPITAL),FEMALE,26.0,25 to 29,7,15 to 44,25 to 29
1745,2022,VIRAC (CAPITAL),FEMALE,27.0,25 to 29,4,15 to 44,25 to 29
1746,2022,VIRAC (CAPITAL),FEMALE,28.0,25 to 29,7,15 to 44,25 to 29
1747,2022,VIRAC (CAPITAL),FEMALE,29.0,25 to 29,5,15 to 44,25 to 29
1748,2022,VIRAC (CAPITAL),FEMALE,30.0,30 to 34,2,15 to 44,30 to 34
1749,2022,VIRAC (CAPITAL),FEMALE,31.0,30 to 34,4,15 to 44,30 to 34
1750,2022,VIRAC (CAPITAL),FEMALE,32.0,30 to 34,6,15 to 44,30 to 34
1751,2022,VIRAC (CAPITAL),FEMALE,33.0,30 to 34,4,15 to 44,30 to 34
1752,2022,VIRAC (CAPITAL),FEMALE,34.0,30 to 34,6,15 to 44,30 to 34
1753,2022,VIRAC (CAPITAL),FEMALE,35.0,35 to 39,1,15 to 44,35 to 39
1754,2022,VIRAC (CAPITAL),FEMALE,36.0,35 to 39,2,15 to 44,35 to 39
1755,2022,VIRAC (CAPITAL),FEMALE,37.0,35 to 39,1,15 to 44,35 to 39
1756,2022,VIRAC (CAPITAL),FEMALE,38.0,35 to 39,3,15 to 44,35 to 39
1757,2022,VIRAC (CAPITAL),FEMALE,39.0,35 to 39,3,15 to 44,35 to 39
1758,2022,VIRAC (CAPITAL),FEMALE,40.0,40 to 44,7,15 to 44,40 to 44
1759,2022,VIRAC (CAPITAL),FEMALE,41.0,40 to 44,2,15 to 44,40 to 44
1760,2022,VIRAC (CAPITAL),FEMALE,42.0,40 to 44,4,15 to 44,40 to 44
1761,2022,VIRAC (CAPITAL),FEMALE,43.0,40 to 44,3,15 to 44,40 to 44
1762,2022,VIRAC (CAPITAL),FEMALE,44.0,40 to 44,3,15 to 44,40 to 44
1763,2022,VIRAC (CAPITAL),FEMALE,45.0,45 to 49,3,45 to 59,45 to 49
1764,2022,VIRAC (CAPITAL),FEMALE,46.0,45 to 49,1,45 to 59,45 to 49
1765,2022,VIRAC (CAPITAL),FEMALE,47.0,45 to 49,2,45 to 59,45 to 49
1766,2022,VIRAC (CAPITAL),FEMALE,48.0,45 to 49,3,45 to 59,45 to 49
1767,2022,VIRAC (CAPITAL),FEMALE,49.0,45 to 49,1,45 to 59,45 to 49
1768,2022,VIRAC (CAPITAL),FEMALE,50.0,50 to 54,2,45 to 59,50 to 54
1769,2022,VIRAC (CAPITAL),FEMALE,51.0,50 to 54,2,45 to 59,50 to 54
1770,2022,VIRAC (CAPITAL),FEMALE,52.0,50 to 54,4,45 to 59,50 to 54
1771,2022,VIRAC (CAPITAL),FEMALE,53.0,50 to 54,5,45 to 59,50 to 54
1772,2022,VIRAC (CAPITAL),FEMALE,54.0,50 to 54,4,45 to 59,50 to 54
1773,2022,VIRAC (CAPITAL),FEMALE,56.0,55 to 59,1,45 to 59,55 to 59
1774,2022,VIRAC (CAPITAL),FEMALE,57.0,55 to 59,3,45 to 59,55 to 59
1775,2022,VIRAC (CAPITAL),FEMALE,60.0,60 to 64,2,60 to 69,60 to 64
1776,2022,VIRAC (CAPITAL),FEMALE,61.0,60 to 64,1,60 to 69,60 to 64
1777,2022,VIRAC (CAPITAL),FEMALE,63.0,60 to 64,1,60 to 69,60 to 64
1778,2022,VIRAC (CAPITAL),FEMALE,64.0,60 to 64,3,60 to 69,60 to 64
1779,2022,VIRAC (CAPITAL),FEMALE,65.0,65 to 69,3,60 to 69,65 to 69
1780,2022,VIRAC (CAPITAL),FEMALE,69.0,65 to 69,3,60 to 69,65 to 69
1781,2022,VIRAC (CAPITAL),FEMALE,70.0,70 to 74,1,70 to 79,70 to 74
1782,2022,VIRAC (CAPITAL),FEMALE,71.0,70 to 74,2,70 to 79,70 to 74
1783,2022,VIRAC (CAPITAL),FEMALE,72.0,70 to 74,2,70 to 79,70 to 74
1784,2022,VIRAC (CAPITAL),FEMALE,73.0,70 to 74,2,70 to 79,70 to 74
1785,2022,VIRAC (CAPITAL),FEMALE,74.0,70 to 74,2,70 to 79,70 to 74
1786,2022,VIRAC (CAPITAL),FEMALE,76.0,75 to 79,3,70 to 79,75 to 79
1787,2022,VIRAC (CAPITAL),FEMALE,77.0,75 to 79,1,70 to 79,75 to 79
1788,2022,VIRAC (CAPITAL),FEMALE,81.0,80+,1,80+,80+
1789,2022,VIRAC (CAPITAL),FEMALE,83.0,80+,1,80+,80+
1790,2022,VIRAC (CAPITAL),FEMALE,84.0,80+,1,80+,80+
1791,2022,VIRAC (CAPITAL),FEMALE,85.0,80+,2,80+,80+
1792,2022,VIRAC (CAPITAL),FEMALE,86.0,80+,1,80+,80+
1793,2022,VIRAC (CAPITAL),FEMALE,87.0,80+,2,80+,80+
1794,2022,VIRAC (CAPITAL),FEMALE,89.0,80+,1,80+,80+
1795,2022,VIRAC (CAPITAL),FEMALE,91.0,80+,1,80+,80+
1796,2022,VIRAC (CAPITAL),FEMALE,92.0,80+,1,80+,80+
1797,2022,VIRAC (CAPITAL),FEMALE,93.0,80+,1,80+,80+
1798,2022,VIRAC (CAPITAL),FEMALE,95.0,80+,1,80+,80+
1799,2022,VIRAC (CAPITAL),MALE,0.0,0 to 4,1,0 to 14,0 to 11
1800,2022,VIRAC (CAPITAL),MALE,1.0,0 to 4,4,0 to 14,0 to 11
1801,2022,VIRAC (CAPITAL),MALE,2.0,0 to 4,3,0 to 14,0 to 11
1802,2022,VIRAC (CAPITAL),MALE,3.0,0 to 4,2,0 to 14,0 to 11
1803,2022,VIRAC (CAPITAL),MALE,4.0,0 to 4,2,0 to 14,0 to 11
1804,2022,VIRAC (CAPITAL),MALE,7.0,5 to 9,1,0 to 14,0 to 11
1805,2022,VIRAC (CAPITAL),MALE,8.0,5 to 9,2,0 to 14,0 to 11
1806,2022,VIRAC (CAPITAL),MALE,9.0,5 to 9,3,0 to 14,0 to 11
1807,2022,VIRAC (CAPITAL),MALE,10.0,10 to 14,1,0 to 14,0 to 11
1808,2022,VIRAC (CAPITAL),MALE,11.0,10 to 14,1,0 to 14,0 to 11
1809,2022,VIRAC (CAPITAL),MALE,12.0,10 to 14,2,0 to 14,12 to 14
1810,2022,VIRAC (CAPITAL),MALE,15.0,15 to 19,2,15 to 44,15 to 19
1811,2022,VIRAC (CAPITAL),MALE,16.0,15 to 19,1,15 to 44,15 to 19
1812,2022,VIRAC (CAPITAL),MALE,17.0,15 to 19,2,15 to 44,15 to 19
1813,2022,VIRAC (CAPITAL),MALE,18.0,15 to 19,1,15 to 44,15 to 19
1814,2022,VIRAC (CAPITAL),MALE,19.0,15 to 19,2,15 to 44,15 to 19
1815,2022,VIRAC (CAPITAL),MALE,21.0,20 to 24,1,15 to 44,20 to 24
1816,2022,VIRAC (CAPITAL),MALE,22.0,20 to 24,3,15 to 44,20 to 24
1817,2022,VIRAC (CAPITAL),MALE,23.0,20 to 24,3,15 to 44,20 to 24
1818,2022,VIRAC (CAPITAL),MALE,24.0,20 to 24,6,15 to 44,20 to 24
1819,2022,VIRAC (CAPITAL),MALE,25.0,25 to 29,3,15 to 44,25 to 29
1820,2022,VIRAC (CAPITAL),MALE,26.0,25 to 29,1,15 to 44,25 to 29
1821,2022,VIRAC (CAPITAL),MALE,27.0,25 to 29,3,15 to 44,25 to 29
1822,2022,VIRAC (CAPITAL),MALE,28.0,25 to 29,2,15 to 44,25 to 29
1823,2022,VIRAC (CAPITAL),MALE,29.0,25 to 29,2,15 to 44,25 to 29
1824,2022,VIRAC (CAPITAL),MALE,30.0,30 to 34,1,15 to 44,30 to 34
1825,2022,VIRAC (CAPITAL),MALE,31.0,30 to 34,2,15 to 44,30 to 34
1826,2022,VIRAC (CAPITAL),MALE,32.0,30 to 34,4,15 to 44,30 to 34
1827,2022,VIRAC (CAPITAL),MALE,33.0,30 to 34,4,15 to 44,30 to 34
1828,2022,VIRAC (CAPITAL),MALE,34.0,30 to 34,1,15 to 44,30 to 34
1829,2022,VIRAC (CAPITAL),MALE,35.0,35 to 39,4,15 to 44,35 to 39
1830,2022,VIRAC (CAPITAL),MALE,36.0,35 to 39,1,15 to 44,35 to 39
1831,2022,VIRAC (CAPITAL),MALE,37.0,35 to 39,1,15 to 44,35 to 39
1832,2022,VIRAC (CAPITAL),MALE,38.0,35 to 39,1,15 to 44,35 to 39
1833,2022,VIRAC (CAPITAL),MALE,39.0,35 to 39,3,15 to 44,35 to 39
1834,2022,VIRAC (CAPITAL),MALE,40.0,40 to 44,3,15 to 44,40 to 44
1835,2022,VIRAC (CAPITAL),MALE,41.0,40 to 44,1,15 to 44,40 to 44
1836,2022,VIRAC (CAPITAL),MALE,42.0,40 to 44,1,15 to 44,40 to 44
1837,2022,VIRAC (CAPITAL),MALE,43.0,40 to 44,2,15 to 44,40 to 44
1838,2022,VIRAC (CAPITAL),MALE,45.0,45 to 49,1,45 to 59,45 to 49
1839,2022,VIRAC (CAPITAL),MALE,46.0,45 to 49,2,45 to 59,45 to 49
1840,2022,VIRAC (CAPITAL),MALE,47.0,45 to 49,4,45 to 59,45 to 49
1841,2022,VIRAC (CAPITAL),MALE,50.0,50 to 54,1,45 to 59,50 to 54
1842,2022,VIRAC (CAPITAL),MALE,52.0,50 to 54,1,45 to 59,50 to 54
1843,2022,VIRAC (CAPITAL),MALE,55.0,55 to 59,1,45 to 59,55 to 59
1844,2022,VIRAC (CAPITAL),MALE,56.0,55 to 59,2,45 to 59,55 to 59
1845,2022,VIRAC (CAPITAL),MALE,57.0,55 to 59,1,45 to 59,55 to 59
1846,2022,VIRAC (CAPITAL),MALE,58.0,55 to 59,3,45 to 59,55 to 59
1847,2022,VIRAC (CAPITAL),MALE,59.0,55 to 59,2,45 to 59,55 to 59
1848,2022,VIRAC (CAPITAL),MALE,60.0,60 to 64,2,60 to 69,60 to 64
1849,2022,VIRAC (CAPITAL),MALE,61.0,60 to 64,1,60 to 69,60 to 64
1850,2022,VIRAC (CAPITAL),MALE,62.0,60 to 64,1,60 to 69,60 to 64
1851,2022,VIRAC (CAPITAL),MALE,64.0,60 to 64,1,60 to 69,60 to 64
1852,2022,VIRAC (CAPITAL),MALE,65.0,65 to 69,1,60 to 69,65 to 69
1853,2022,VIRAC (CAPITAL),MALE,66.0,65 to 69,1,60 to 69,65 to 69
1854,2022,VIRAC (CAPITAL),MALE,69.0,65 to 69,5,60 to 69,65 to 69
1855,2022,VIRAC (CAPITAL),MALE,70.0,70 to 74,2,70 to 79,70 to 74
1856,2022,VIRAC (CAPITAL),MALE,71.0,70 to 74,1,70 to 79,70 to 74
1857,2022,VIRAC (CAPITAL),MALE,72.0,70 to 74,1,70 to 79,70 to 74
1858,2022,VIRAC (CAPITAL),MALE,74.0,70 to 74,1,70 to 79,70 to 74
1859,2022,VIRAC (CAPITAL),MALE,78.0,75 to 79,1,70 to 79,75 to 79
1860,2022,VIRAC (CAPITAL),MALE,81.0,80+,1,80+,80+
1861,2022,VIRAC (CAPITAL),MALE,82.0,80+,1,80+,80+
1862,2022,VIRAC (CAPITAL),MALE,91.0,80+,1,80+,80+
1863,2023,BAGAMANOC,FEMALE,32.0,30 to 34,1,15 to 44,30 to 34
1864,2023,BAGAMANOC,FEMALE,39.0,35 to 39,1,15 to 44,35 to 39
1865,2023,BAGAMANOC,FEMALE,56.0,55 to 59,1,45 to 59,55 to 59
1866,2023,BAGAMANOC,MALE,72.0,70 to 74,1,70 to 79,70 to 74
1867,2023,BARAS,FEMALE,20.0,20 to 24,1,15 to 44,20 to 24
1868,2023,BARAS,FEMALE,24.0,20 to 24,1,15 to 44,20 to 24
1869,2023,BARAS,FEMALE,60.0,60 to 64,1,60 to 69,60 to 64
1870,2023,BARAS,MALE,0.0,0 to 4,1,0 to 14,0 to 11
1871,2023,BARAS,MALE,5.0,5 to 9,1,0 to 14,0 to 11
1872,2023,BARAS,MALE,57.0,55 to 59,1,45 to 59,55 to 59
1873,2023,BARAS,MALE,83.0,80+,1,80+,80+
1874,2023,BATO,FEMALE,20.0,20 to 24,1,15 to 44,20 to 24
1875,2023,BATO,FEMALE,25.0,25 to 29,1,15 to 44,25 to 29
1876,2023,BATO,FEMALE,35.0,35 to 39,1,15 to 44,35 to 39
1877,2023,BATO,FEMALE,39.0,35 to 39,1,15 to 44,35 to 39
1878,2023,BATO,FEMALE,41.0,40 to 44,1,15 to 44,40 to 44
1879,2023,BATO,FEMALE,44.0,40 to 44,1,15 to 44,40 to 44
1880,2023,BATO,FEMALE,47.0,45 to 49,1,45 to 59,45 to 49
1881,2023,BATO,FEMALE,72.0,70 to 74,1,70 to 79,70 to 74
1882,2023,BATO,FEMALE,75.0,75 to 79,1,70 to 79,75 to 79
1883,2023,BATO,MALE,1.0,0 to 4,1,0 to 14,0 to 11
1884,2023,BATO,MALE,7.0,5 to 9,1,0 to 14,0 to 11
1885,2023,BATO,MALE,20.0,20 to 24,1,15 to 44,20 to 24
1886,2023,BATO,MALE,22.0,20 to 24,1,15 to 44,20 to 24
1887,2023,BATO,MALE,33.0,30 to 34,1,15 to 44,30 to 34
1888,2023,BATO,MALE,38.0,35 to 39,1,15 to 44,35 to 39
1889,2023,BATO,MALE,64.0,60 to 64,1,60 to 69,60 to 64
1890,2023,BATO,MALE,81.0,80+,1,80+,80+
